Date,State,Town,Longitude,Latitude,Sighting
07/31/23,MN,Mankato,-94,44.1,6
07/31/23,PA,Flourtown,-75.2,40.1,2
07/31/23,PA,Harrisburg,-76.9,40.3,3
07/31/23,MA,Amherst,-72.5,42.4,1
07/31/23,WI,Boulder Junction,-89.6,46.1,4
07/31/23,UT,Salt Lake City,-111.9,40.8,10
07/31/23,UT,Salt Lake City,-111.9,40.8,2
07/31/23,WI,West Allis,-88,43,10
07/31/23,MI,Rochester Hills,-83.2,42.7,12
07/31/23,CT,Deep River,-72.4,41.4,4
07/31/23,UT,Salt Lake City,-111.9,40.8,5
07/31/23,WI,Cornell,-91.3,45.2,3
07/31/23,WI,Arcadia,-91.5,44.2,2
07/31/23,NJ,Glen Ridge,-74.2,40.8,12
07/31/23,WI,Arcadia,-91.5,44.2,1
07/31/23,IL,Schaumburg,-88.1,42,6
07/31/23,IL,Elk Grove Village,-88,42,2
07/31/23,NH,Stewartstown,-71.5,44.9,4
07/31/23,PA,Erie,-80.1,42.1,3
07/31/23,OH,Trenton,-84.5,39.5,4
07/31/23,MI,White Lake Charter Township,-83.5,42.6,4
07/31/23,PA,Flourtown,-75.2,40.1,8
07/31/23,MN,Eagan,-93.2,44.8,27
07/31/23,NY,Barton,-76.4,42.2,4
07/31/23,ON,Waterloo,-80.5,43.5,6
07/31/23,IN,Munster,-87.5,41.6,11
07/31/23,IN,South Bend,-86.2,41.6,1
07/31/23,PA,McKees Rocks,-80.1,40.5,2
07/31/23,OH,Fremont,-83.1,41.3,60
07/31/23,VA,Herndon,-77.4,38.9,9
07/31/23,MN,Plymouth,-93.5,45,23
07/31/23,IL,Waverly,-90,39.6,2
07/31/23,ON,LaSalle,-83.1,42.2,1
07/31/23,ON,Newmarket,-79.5,44.1,7
07/31/23,PA,Philadelphia,-75.2,40,1
07/31/23,VA,Surry,-76.8,37.2,1
07/31/23,MI,Petoskey,-85,45.3,10
07/31/23,NJ,Flemington,-74.9,40.5,2
07/31/23,IL,Rockford,-89.2,42.2,4
07/31/23,MN,Minneapolis,-93.3,44.9,2
07/31/23,NJ,East Windsor,-74.5,40.3,8
07/30/23,MN,Hopkins,-93.4,44.9,1
07/30/23,WI,Madison,-89.4,43.1,1
07/30/23,MI,Gaylord,-84.8,45,1
07/30/23,CO,Broomfield,-105.1,39.9,3
07/30/23,NY,Bath,-77.4,42.4,2
07/30/23,UT,Salt Lake City,-111.9,40.8,1
07/30/23,IL,Lynn Center,-90.3,41.2,8
07/30/23,IL,Inverness,-88.1,42.1,7
07/30/23,MN,Duluth,-92.1,46.8,4
07/30/23,UT,Cedar Hills,-111.8,40.4,4
07/30/23,UT,Saratoga Springs,-111.9,40.3,2
07/30/23,UT,Salt Lake City,-111.9,40.8,8
07/30/23,PA,Hatboro,-75.1,40.2,3
07/30/23,PA,McKees Rocks,-80.1,40.5,2
07/30/23,MO,St. Louis,-90.3,38.6,1
07/30/23,KS,Overland Park,-94.7,38.9,5
07/30/23,ON,Brampton,-79.8,43.7,4
07/30/23,IL,Fairbury,-88.5,40.7,4
07/30/23,ME,Athens,-69.7,44.9,1
07/30/23,IL,Waverly,-90,39.6,13
07/30/23,CO,Thornton,-104.9,40,10
07/30/23,IL,Winnetka,-87.8,42.1,10
07/30/23,OH,Antwerp,-84.7,41.2,21
07/30/23,CA,Oceanside,-117.4,33.2,3
07/30/23,VA,Boston,-78.2,38.5,1
07/30/23,ON,Thunder Bay,-89.3,48.4,3
07/30/23,MI,Gulliver,-86.1,46.1,3
07/30/23,ON,Windsor,-83.1,42.2,8
07/30/23,MN,Chaska,-93.7,44.8,13
07/30/23,VA,Surry,-76.8,37.2,6
07/30/23,MI,Petoskey,-85,45.3,25
07/30/23,PA,Westfield,-77.6,41.9,2
07/29/23,FL,Lakeland,-81.9,28,13
07/29/23,WI,Oregon,-89.4,42.9,6
07/29/23,ON,Windsor,-83.1,42.2,11
07/29/23,MA,New Bedford,-70.9,41.6,3
07/29/23,IL,Chicago,-87.8,42,5
07/29/23,PA,Philadelphia,-75.2,40,1
07/29/23,OH,Massillon,-81.5,40.8,2
07/29/23,UT,Salt Lake City,-111.9,40.8,8
07/29/23,MI,Boyne City,-85,45.2,4
07/29/23,KS,Overland Park,-94.7,38.9,3
07/29/23,UT,Highland,-111.8,40.4,24
07/29/23,IL,Waverly,-90,39.6,18
07/29/23,MN,St Paul,-93.1,45,13
07/29/23,IN,Greensburg,-85.4,39.3,6
07/29/23,MI,Ann Arbor,-83.8,42.3,5
07/29/23,MN,Eden Prairie,-93.4,44.8,2
07/29/23,MI,Bridgewater,-83.9,42.2,10
07/29/23,ON,Halton Hills,-79.9,43.7,1
