Date,State,Town,Longitude,Latitude,Sighting
12/16/22,TX,Houston,-95.4,29.8,1
12/04/22,SC,Hilton Head Island,-80.8,32.1,1
12/02/22,FL,Panama City Beach,-86,30.3,1
12/02/22,AL,Fairhope,-87.9,30.5,1
12/02/22,SC,Mt Pleasant,-79.8,32.9,1
11/30/22,FL,Bradenton,-82.6,27.4,1
11/21/22,ON,Toronto,-79.3,43.7,1
11/20/22,FL,West Palm Beach,-80,26.8,1
11/15/22,LA,Central,-91,30.6,1
11/08/22,IN,West Lafayette,-87,40.5,1
11/05/22,FL,Apopka,-81.5,28.7,1
10/29/22,MI,Gulliver,-86.1,46.1,1
10/26/22,AR,Dardanelle,-93.2,35.2,1
10/24/22,TX,Nacogdoches,-94.6,31.6,1
10/24/22,FL,Ocoee,-81.5,28.6,1
10/22/22,SC,Spartanburg,-81.9,35,1
10/16/22,TX,Bulverde,-98.4,29.7,1
10/14/22,VA,Monterey,-79.6,38.4,1
10/12/22,OR,Hillsboro,-122.9,45.5,1
10/08/22,MI,Osseo,-84.6,41.8,1
10/08/22,LA,Sulphur,-93.3,30.3,1
10/08/22,VA,Warsaw,-76.9,38.1,1
10/08/22,AZ,Mesa,-111.6,33.5,1
10/07/22,OK,Yukon,-97.7,35.6,1
10/07/22,NY,Benton,-77.1,42.7,1
10/07/22,NJ,Surf City,-74.2,39.7,1
10/06/22,NC,Fletcher,-82.4,35.5,1
10/05/22,NY,Narrowsburg,-75,41.6,1
10/05/22,TX,Marble Falls,-98.2,30.6,1
10/05/22,TX,Lewisville,-97,33.1,1
10/04/22,GA,Perry,-83.6,32.4,1
10/03/22,TX,Grapevine,-97.1,32.9,1
10/02/22,MN,Scandia,-92.8,45.3,1
09/30/22,TX,Rule,-99.9,33.2,1
09/30/22,TX,Blanco,-98.4,30.1,1
09/28/22,LA,Central,-91,30.6,1
09/26/22,MD,Odenton,-76.7,39,1
09/26/22,OH,Canton,-81.4,40.9,1
09/26/22,OK,Warr Acres,-97.6,35.5,1
09/24/22,OH,Dover,-81.5,40.5,1
09/24/22,MO,Harrisonville,-94.3,38.7,1
09/24/22,OK,Okeene,-98.3,36.1,1
09/23/22,SC,Mt Pleasant,-79.8,32.9,1
09/22/22,MI,Sanford,-84.4,43.6,1
09/22/22,MB,Winnipeg,-97,49.9,1
09/20/22,IN,Hobart,-87.2,41.5,1
09/19/22,TX,Houston,-95.4,29.8,1
09/19/22,GA,Roswell,-84.4,34,1
09/19/22,TX,Glen Rose,-97.8,32.2,1
09/18/22,ON,Iron Bridge,-83.2,46.3,1
09/18/22,IL,Beecher,-87.6,41.3,1
09/17/22,NH,Concord,-71.5,43.2,1
09/17/22,VT,Kirby,-72,44.5,1
09/16/22,MI,Sanford,-84.4,43.6,1
09/16/22,SC,North Augusta,-82,33.6,1
09/15/22,WI,Newton,-87.8,44,1
09/15/22,GA,Ochlocknee,-84.1,31,1
09/14/22,MD,Lusby,-76.5,38.4,1
09/14/22,ON,Prince Edward,-77.4,43.9,1
09/13/22,TX,Killeen,-97.8,31,1
09/13/22,TN,Mt. Juliet,-86.5,36.2,1
09/12/22,WI,Verona,-89.5,43,1
