Date,State,Town,Longitude,Latitude,Sighting
12/13/22,LA,Baton Rouge,-91.1,30.4,10
12/09/22,FL,Tallahassee,-84.2,30.6,1
12/09/22,TX,Houston,-95.7,29.9,2
12/08/22,TX,Sugar Land,-95.6,29.6,7
12/07/22,GA,Skidaway Island,-81.1,31.9,20
12/04/22,FL,Jacksonville,-81.5,30.3,30
12/04/22,CA,Huntington Beach,-118,33.7,3
12/02/22,FL,Gainesville,-82.4,29.7,18
11/27/22,PR,Palmarejo,-66.3,18.3,265
11/24/22,CA,Temecula,-117.1,33.5,20
11/23/22,TX,Rosenberg,-95.7,29.5,5
11/17/22,AZ,Tempe,-111.9,33.4,7
11/16/22,FL,Gainesville,-82.4,29.7,49
11/12/22,TX,College Station,-96.3,30.6,15
11/09/22,SC,Mt Pleasant,-79.9,32.8,2
11/08/22,TX,San Antonio,-98.5,29.4,3
11/08/22,SC,Mt Pleasant,-79.8,32.9,6
11/06/22,FL,Gainesville,-82.4,29.7,16
10/31/22,TX,Houston,-95.1,29.6,8
10/27/22,TX,Houston,-95.7,29.9,2
10/27/22,FL,Destin,-86.4,30.4,10
10/26/22,AL,Summerdale,-87.7,30.5,3
10/23/22,FL,Gainesville,-82.4,29.7,3
10/23/22,AL,Summerdale,-87.7,30.5,1
10/22/22,AL,Point Clear,-87.9,30.5,5
10/21/22,TX,New Caney,-95.2,30.2,20
10/20/22,PR,Corozal,-66.3,18.3,99
10/17/22,FL,Gainesville,-82.4,29.7,3
10/16/22,TX,Houston,-95.6,29.9,20
10/15/22,LA,Houma,-90.7,29.6,8
10/12/22,TX,Corpus Christi,-97.4,27.8,3
10/10/22,TX,Wylie,-96.5,33,7
10/10/22,TX,Flower Mound,-97.1,33,18
10/09/22,FL,Gainesville,-82.4,29.7,22
10/08/22,IA,Lamoni,-93.9,40.6,1
10/08/22,GA,Duluth,-84.1,34,13
10/06/22,FL,Bradenton,-82.6,27.4,5
10/05/22,FL,West Palm Beach,-80,26.8,1
10/05/22,TX,Lewisville,-97,33.1,1
10/02/22,PR,Palmarejo,-66.3,18.3,18
09/30/22,CA,Richmond,-122.3,37.9,1
09/30/22,OK,Tulsa,-95.9,36,1
09/26/22,OK,Yukon,-97.7,35.5,6
09/25/22,FL,Gainesville,-82.3,29.7,2
09/25/22,AZ,Tempe,-111.9,33.4,2
09/25/22,MO,University City,-90.3,38.7,5
09/25/22,OK,Norman,-97.4,35.2,2
09/24/22,MO,St. Louis,-90.3,38.6,11
09/24/22,CA,Castro Valley,-122.1,37.7,10
09/24/22,MS,Lake Cormorant,-90.2,34.9,5
09/23/22,OK,Ponca City,-97.1,36.7,6
09/22/22,TX,Glen Rose,-97.8,32.2,4
09/22/22,LA,Denham Springs,-90.9,30.5,2
09/22/22,MO,St. Louis,-90.3,38.6,3
09/22/22,NC,Winston-Salem,-80.3,36.1,8
09/21/22,OK,Tulsa,-95.9,36,2
09/21/22,LA,Denham Springs,-90.9,30.5,2
09/20/22,OK,Broken Arrow,-95.8,36.1,2
09/20/22,SC,Mt Pleasant,-79.8,32.9,2
09/20/22,NC,Chapel Hill,-79.1,35.8,1
09/20/22,NC,Chapel Hill,-79.1,35.8,1
09/19/22,FL,Gainesville,-82.4,29.7,17
09/19/22,IL,Braidwood,-88.2,41.3,6
09/19/22,OK,Broken Arrow,-95.8,36.1,5
09/19/22,LA,Denham Springs,-90.9,30.5,5
09/18/22,GA,Atlanta,-84.3,33.8,40
09/17/22,AR,Fayetteville,-94.2,36.1,3
09/16/22,NJ,Brigantine,-74.4,39.4,3
09/16/22,TX,Hickory Creek,-97,33.1,28
09/15/22,LA,Jefferson,-90.2,30,1
09/15/22,TN,Covington,-89.7,35.6,3
09/15/22,NE,Grand Island,-98.4,41,2
09/15/22,OK,Tulsa,-96,36.1,5
09/15/22,TX,Nacogdoches,-94.7,31.6,11
09/15/22,TX,Abilene,-99.7,32.4,5
09/15/22,LA,Thibodaux,-90.8,29.8,15
09/15/22,MO,University City,-90.3,38.7,7
09/14/22,NC,Chapel Hill,-79,36,3
09/14/22,MS,Brandon,-90,32.3,31
09/13/22,GA,Wilmington Island,-81,32,3
09/13/22,OK,Ponca City,-97.1,36.7,3
09/13/22,TX,Glen Rose,-97.8,32.2,1
09/13/22,OK,Tulsa,-96,36.1,7
09/13/22,MO,St Peters,-90.7,38.8,2
09/13/22,TX,Houston,-95.1,29.6,2
09/12/22,TX,Chandler,-95.5,32.3,20
09/12/22,AL,Fayette,-87.9,33.6,5
09/12/22,OK,Tulsa,-95.9,36,1
09/12/22,MO,KCMO,-94.5,39.2,1
09/11/22,MS,Tupelo,-88.8,34.3,15
09/11/22,FL,Gainesville,-82.4,29.7,3
09/11/22,NC,Chapel Hill,-79.1,35.9,1
09/11/22,OK,Chelsea,-95.4,36.5,3
09/11/22,OK,Norman,-97.4,35.2,12
09/11/22,MO,KCMO,-94.5,39.2,1
09/10/22,MO,Caulfield,-92,36.6,1
09/10/22,KS,Pittsburg,-94.7,37.4,10
09/10/22,MS,Brandon,-90,32.3,52
09/10/22,MO,Smithville,-94.5,39.4,4
09/10/22,MO,Liberty,-94.4,39.3,1
09/09/22,MD,Chestertown,-76.1,39.2,3
09/09/22,IL,Evanston,-87.7,42.1,6
09/09/22,AR,Conway,-92.5,35.1,60
09/09/22,KS,Great Bend,-98.7,38.3,6
09/08/22,IL,O'Fallon,-89.9,38.6,10
09/08/22,OK,Tulsa,-95.9,36,2
09/08/22,MO,KCMO,-94.5,39.2,5
09/08/22,ME,Westbrook,-70.3,43.7,4
09/07/22,DE,Rehoboth Beach,-75.1,38.7,10
09/07/22,IL,Waverly,-90,39.6,2
09/07/22,OK,Ponca City,-97.1,36.7,3
09/07/22,OK,Broken Arrow,-95.7,36.1,5
09/07/22,OK,Tulsa,-95.9,36,6
09/07/22,SC,Charleston,-80,32.8,4
09/07/22,OH,Findlay,-83.6,41,4
09/07/22,OK,Oklahoma City,-97.6,35.5,5
09/07/22,OK,Tulsa,-96,36.1,11
09/07/22,FL,Bradenton,-82.6,27.4,6
09/06/22,OK,Oklahoma City,-97.6,35.6,2
09/06/22,OK,Broken Arrow,-95.8,36.1,15
09/06/22,OK,Broken Arrow,-95.7,36.1,8
09/06/22,GA,Woodstock,-84.4,34.1,1
09/06/22,IL,Waverly,-90,39.6,16
09/06/22,OK,Oklahoma City,-97.6,35.5,5
09/06/22,UT,Salt Lake City,-111.9,40.8,14
09/06/22,PA,Fairfield,-77.4,39.8,4
09/06/22,FL,Panama City,-85.8,30.2,4
09/06/22,MO,Springfield,-93.3,37.2,1
09/06/22,MO,KCMO,-94.5,39.2,9
09/06/22,OK,Blanchard,-97.7,35.2,34
09/05/22,WI,Wauwatosa,-88,43.1,6
09/05/22,OK,Broken Arrow,-95.8,36,2
09/05/22,MD,Lusby,-76.5,38.4,17
09/05/22,OK,Tulsa,-95.9,36,4
09/05/22,OK,Edmond,-97.5,35.7,25
09/05/22,IL,Waverly,-90,39.6,15
09/05/22,OK,Oklahoma City,-97.7,35.6,6
09/05/22,SC,Charleston,-80,32.7,6
09/05/22,MO,KCMO,-94.5,39.2,1
09/04/22,FL,Clearwater,-82.8,28,10
09/04/22,OH,Bellville,-82.5,40.6,2
09/04/22,MA,Waltham,-71.2,42.4,1
09/04/22,LA,Rayville,-91.8,32.5,1
09/04/22,GA,Doraville,-84.3,33.9,15
09/04/22,FL,Pensacola,-87.2,30.4,38
09/04/22,MO,KCMO,-94.5,39.2,1
09/04/22,OK,Tulsa,-96,36.1,1
09/03/22,FL,St James City,-82.1,26.5,3
09/03/22,OK,Broken Arrow,-95.8,36,10
09/03/22,OK,Howe,-94.6,35,17
09/03/22,TN,Portland,-86.5,36.5,9
09/03/22,UT,Salt Lake City,-111.9,40.8,20
09/03/22,NE,Omaha,-96,41.3,3
09/03/22,IL,Braidwood,-88.2,41.3,2
09/03/22,GA,Decatur,-84.3,33.8,65
09/03/22,KY,Louisville,-85.7,38.2,5
09/03/22,MO,Springfield,-93.3,37.2,20
09/03/22,NC,Mt Holly,-81,35.3,3
09/03/22,IL,O'Fallon,-89.9,38.6,13
09/03/22,GA,Sylvania,-81.7,32.8,5
09/03/22,MO,KCMO,-94.5,39.2,5
09/02/22,MD,Middletown,-77.6,39.4,20
09/02/22,AR,Conway,-92.3,35.1,20
09/02/22,TN,Elizabethton,-82.2,36.3,2
09/02/22,OK,Guthrie,-97.4,35.9,8
09/02/22,ME,Bristol,-69.5,43.9,1
09/02/22,MO,Overland,-90.4,38.7,19
09/02/22,NE,Omaha,-96.1,41.2,2
09/02/22,OK,Tulsa,-96,36.1,10
09/01/22,TN,Friendsville,-84.1,35.8,8
09/01/22,OK,Broken Arrow,-95.7,36.1,8
09/01/22,CA,Kenwood,-122.6,38.4,10
09/01/22,OK,Mounds,-95.9,35.9,61
